Number of Elements,Standard Merge Sort Time (in ns),Parallel Merge Sort Time (in ns),Partially Parallel Merge Sort Time (in ns),Java Parallel Merge Sort Time (in ns)
179774,15898201,9978600,15057701,962100
570326,54368900,17552801,23188699,2974701
194539,17452000,9717801,16426000,25960499
770796,73958800,21302299,52801400,3735599
252231,22693500,9568100,16121499,1320800
453210,41316000,13691000,22181700,2439700
817813,79261400,23298601,28449500,3957000
157475,13931100,9215600,69650401,816900
360491,32115100,32252400,26454399,1742600
244767,21771200,37508999,17372999,1302000
581523,55422601,18646801,24709700,2797500
573767,54537500,17446400,23496499,2820499
44815,3655600,12145900,16573600,324499
874972,85642000,25923301,31844400,4360401
581166,54733600,45844300,22262199,2996100
94285,7922600,7218301,14042800,522601
572712,54335201,60657700,21756100,2815101
654404,62775100,20121601,25780500,3161100
908849,86349200,49407101,55801101,4627600
355837,31850000,12804200,20086000,1751800
201986,18209200,8598000,15366799,1084399
279236,25430500,10347600,17811501,1425800
585149,55347099,17158100,58233000,2822499
431370,41957501,15772700,39073201,2216900
258797,23375600,9881599,16570601,25622200
160424,14128200,9522000,15706899,825000
838026,81699100,22988300,48018200,4147800
357314,32294700,12164501,18721600,1806200
705604,67596199,20138000,25707900,3488199
137117,12592800,9278100,19459501,741800
831354,81936301,51713600,25777500,4005801
303520,27612200,10738600,16504900,1508599
642267,61855100,18746301,25419800,3176400
751697,71914100,22080400,25358199,3485501
445019,40790400,46039600,20829900,2254601
140863,12399799,11982300,17406800,707600
354436,31911000,11879801,18602500,1747501
687479,65698800,19214300,25657301,3358199
676026,64209800,20743600,23641300,3386000
197033,17312900,8785201,14903600,1034500
238590,20755200,9912999,16229899,1263400
934694,88939399,28765900,31179101,4632200
307550,27557100,11149700,16965700,1478800
739470,71014700,21697500,27829500,3601599
97787,8634800,6957901,14743101,550500
558753,79633600,16302199,21963699,2663700
696680,67577599,20228400,25447001,3355101
443536,40399100,18318499,43636800,2161999
630157,60098699,18786200,23313601,3135300
529010,76541700,15293101,45762900,2617900
798405,76753600,27808999,35829899,3805601
422011,38484400,30276601,26790400,2102200
427052,38393500,13592800,19922100,2072600
994799,97165899,56845300,30919200,4895199
184397,16307400,8171800,15599699,995299
491090,45316800,16014500,21775599,26956900
203046,18000399,8546400,15967300,1083101
716062,69220900,20459199,25582501,3537801
249147,49718800,9355900,16313800,1341900
466244,43285001,14360199,20857800,2366199
285924,25819501,12022400,16581300,1590799
682997,65613401,19655000,25484900,3452900
918281,86687299,26605000,80059100,4137200
265662,24286000,11076600,16789900,1412301
28692,2408301,6251400,14683301,295499
993338,97968799,26635200,30400100,4620800
525864,49581300,70872899,20641300,2559001
823706,81201900,50572699,27653800,3875400
809784,77797200,22252800,27836500,3945600
93577,7606500,7158001,13927200,485300
639897,60863399,18464099,24902601,3109499
129717,11206800,11608000,14813100,723300
60427,5043700,6558000,15816801,373099
382388,34395500,46114200,18293099,1945400
224491,19996099,11669800,16757801,1187900
644701,61932000,19247301,23472000,3073200
531787,49473599,15548200,22034300,2440200
415556,37544199,13696801,21615501,2131801
518993,48357800,43667600,38326900,2524800
913257,86956600,24793000,33270101,4341399
65448,5648900,7353300,13739500,365300
615070,58875001,17795800,22516400,3064200
684959,66348900,20209000,53620600,3329400
493668,45421700,15737000,21309701,2676000
20551,1555700,31912600,14486400,239899
946881,91028201,26230499,47969301,4467300
202721,17999300,9517400,16354301,1082000
485793,44461700,31818200,28057300,2227501
981043,123399399,26727799,30434101,4486800
507500,47039800,15877000,21593100,2502700
660952,63208600,20272800,25827600,3151299
360818,32251400,11933599,46020001,1777400
326561,29068501,10697200,18720599,1881200
768796,73587800,22101499,26328901,27936500
198930,17506400,8535100,14887800,985200
949171,90734200,26951501,30204800,4653099
144798,12607201,38584900,15225099,769401
936179,90300601,49936400,27694800,4531999
875621,84924400,48391900,28350400,4177900
943233,91248600,53472100,29041400,5934300
386711,35117600,12195599,18788300,1919700
658676,63046600,59048700,32112801,3160700
922952,88529600,25829400,59856099,4246400
891785,86895201,24451201,27839500,4195401
365508,32872199,12153700,17813201,1809699
354539,32185700,13395500,18482201,1816900
550605,52351600,29733000,34472899,2813701
710971,95562800,52563900,66443600,3174000
720563,68490000,20083201,26060600,3363200
218730,19761499,8865700,16722201,1205600
860415,84737800,26600300,28072001,4199000
758748,75117400,24128000,27205401,4182900
909229,86936300,26131400,29068300,4173800
899245,86887499,25488500,55754901,4588600
804948,78535901,25529999,26115801,3907401
120379,10474500,7666200,14440599,668699
53446,4832400,6774500,14931800,433199
92447,7813600,6848500,13649400,548400
606351,57222299,18179301,47569000,2786901
611195,58274500,17755400,49535100,2941900
175174,15698700,8728600,16351000,937100
378038,33916199,12374499,18488599,1893300
726517,70279300,21031301,48872799,3431800
524623,48668200,15797700,20860200,2436400
653871,62780201,19621399,83957200,2961399
829049,81028499,23009700,54176400,3779700
497897,46234599,14981999,20872401,2354999
314245,28272100,11889501,17507200,1612100
781291,74555701,49356600,25106700,3806199
109090,9255801,7980000,41351900,588100
470502,43240000,15714401,20250999,2285900
17145,1339700,5988201,14707700,179100
722964,70311899,23878801,24525799,3477799
849822,83920200,23785600,55695401,3968999
470617,43530600,14423800,20917101,2316900
440170,40265800,14381600,19442000,2169299
688671,66338400,20263999,25732799,3256000
973168,96017900,54031499,29099199,4525300
178265,16401900,10054801,14999499,929900
358761,32177800,12097800,20078599,1757300
927526,88577000,26537200,30231301,4466300
513142,48075901,15232701,20843200,2508600
650628,89859799,18286599,24101301,3106400
444845,41032100,13863500,21738299,2267099
292816,26010999,11561299,17614100,1390800
135492,11851900,7538300,14671200,743601
444727,40908300,15741100,44550200,2153601
336900,30613900,11084300,18632700,1640300
843359,113191801,47809600,26646700,4259000
906157,87428000,26869700,30859600,28181300
261481,23918499,9750701,17762801,1449701
427684,39302601,13479700,19049200,28821099
789845,76863101,23388401,26290000,3834700
695968,67808500,23037400,27812199,3413100
491748,45973500,15036500,20031600,2367500
201696,18105800,11258200,18047800,1041699
783748,103072401,22443100,27630200,3693600
140718,12548901,8708500,14283701,693000
10018,726700,5949500,13844501,189200
248758,22246600,27844600,24747401,1360100
967601,94974699,26587400,30131899,4460001
287337,25848001,10086700,18413600,1583800
810240,106300799,22616700,52787500,3750701
454276,42216699,14153100,19653001,2154999
163940,14748699,8089800,15690100,825700
874728,84761599,24396700,51770599,4038099
270817,24167900,38614900,19795400,1423700
132187,11596200,9764000,32369299,728900
527439,49756000,15834600,22207499,2572300
598312,56819499,17691700,23447999,2784599
133410,11730000,11898800,14698700,785001
823084,79465200,25957800,28685300,3854000
469784,43258700,13924000,20649199,2309699
372877,33556301,12157100,19014399,1900000
219381,22086800,8943900,16640900,1167501
591903,56623799,18423401,22740799,3036700
93445,7919400,19375001,24747600,556100
231750,20557701,9087900,16350100,1281100
355996,32039599,21117300,53578900,1982599
843843,82775300,24885600,27208999,4032800
568643,54053499,17937500,22952600,2755600
389262,35078999,13007201,42779201,1843201
315140,28292900,10954500,16752200,1611299
710368,95984300,20720600,23842900,3308700
342675,31252199,11443200,18318901,1717900
897998,87428100,26965600,28737700,4298400
889404,85759400,54594300,28513800,4375800
47719,3969601,10016100,14678000,276100
175506,15465400,9030500,15311100,927799
706783,68018300,24431400,25482600,3479401
840080,82153001,23629800,52532000,4004801
333131,29905200,11715700,56531601,24511700
636835,60363400,20232099,23471000,3120600
983214,97392799,29834099,52335500,4702100
325894,29271300,13154600,20666800,1633799
206889,18788899,10069101,15827700,1114000
944251,119734800,25834100,54701300,4584100
612601,58605200,18273500,23823500,3174800
596852,57092099,16828501,46289401,2767400
932322,88745300,76487399,28999801,4541500
381512,34179099,12753101,39403200,1957200
82101,6894099,9496000,14476100,449200
666940,64339800,19715200,25883400,3395900
788361,75158400,45799400,55825200,4060800
690111,65931100,20009400,24870000,3317000
682642,66187799,22609801,24990400,3251500
786854,75109200,46021701,25139799,3804300
929592,117646701,25102600,28811000,4338400
247169,21859500,9430300,17099301,1264300
730902,69941200,70034000,25005901,3609301
333272,30115100,11511700,18524700,1671501
246909,21902699,10111400,44364800,1384000
351337,31653701,11893499,18288500,1804400
874150,85001999,24562199,27490201,4163801
477364,44292100,16524500,21532400,2558201
95218,8068000,7440201,13893200,504200
545908,51671000,41776400,27431300,2748399
856740,83428701,23864900,27864000,3989501
768654,74112801,22669300,26205200,3690101
216746,19469800,9494100,15084099,1159800
517454,48260600,16269299,49112400,2502299
985393,95950700,30116401,30207501,4741499
490313,45734300,18900300,22190700,2387500
254983,22935000,10415200,38749100,1481001
862005,84000000,51744500,50983599,4023799
98067,8343399,6844700,14394500,515800
16845,1281700,5990400,13463300,183500
712169,69072300,21376600,25941900,3308900
316620,28799600,11091600,17175201,1616300
603954,57903800,17704200,22489500,2857799
826278,80833899,64931900,30289900,3973700
867777,84490000,23798199,28888901,4070700
122558,10871100,7727601,33205500,629900
717821,70867100,21055300,23980001,3513200
465148,42554701,43624700,20518301,2222000
617155,59351700,18381900,24476601,3005100
831501,81929501,48589600,27662600,3813400
495402,46856700,15267799,21409800,2603600
641899,92619400,18106001,22760300,3001399
189626,16903900,9265600,19237000,1068100
667446,64196300,18990700,34070700,26659600
134746,12009600,8903299,14409200,732399
153087,13627301,7841700,16740301,719000
136117,11828100,7286200,16257599,722599
354563,31926500,12123700,18071700,1748800
536794,78439600,39374900,22435001,2600300
70413,6184000,7496999,13456401,386401
165023,14708000,7796299,14611300,831801
574573,54807100,16982100,50165399,2909900
428550,38773300,13993901,19839199,2143601
718384,68855199,24299500,24569100,3525901
781869,75444700,24706500,30498800,3863499
753259,73107900,21691900,24855101,3572700
147912,13138500,8122000,15774399,954500
455711,41624099,14155100,21162401,2249600
262576,23902299,10734801,46614400,1264700
52507,4381701,6659701,14665600,325500
222846,20369901,9338000,17632100,1262600
91496,7776099,7530100,14135599,509100
381130,34563400,12482200,18198001,1829601
795084,76823001,23297300,25622100,3802601
645050,62067101,18390600,22669801,3159699
61259,5288799,8596600,33829700,24811001
794749,78323700,22120300,51140800,3757000
919782,86963699,25307701,29084199,4459901
756578,73765200,22461700,51567999,3705399
812213,79165800,23704300,27045200,4002200
45407,3655700,8441100,14472001,307999
974390,95689400,27343800,29480500,4930301
430072,39096600,14418000,66816400,2218799
364440,32555301,12316901,18044900,1831300
489962,45275101,15646801,21496100,2387601
831386,81225699,22639699,28051199,3897400
453044,41768300,15142001,19804399,2158400
642531,90444700,26228900,34291399,3374600
707247,68693501,19743301,25302300,3575800
250694,22904900,9603001,36461601,1486700
221198,19897500,10532100,15597500,1133801
881187,86801500,24854900,57233799,4197000
396843,35833401,14177501,19704899,1996599
794032,77331601,22908899,29123101,4141000
760024,73480601,22253000,25802600,3451900
426038,38188000,43031900,19728499,2133601
976946,95909700,28605900,30469200,4716300
819870,80332501,24538500,27693900,4093200
149831,13337500,10967901,14534401,799700
701735,67708399,49429301,24333500,3322701
751688,72973799,22101901,25937300,3738800
721866,69908199,20916901,26038301,3386000
67346,6100100,8281700,14173500,352901
869867,85757599,50282799,27529500,4424799
500623,46765000,15028200,22850299,2518800
574446,54792800,16965600,22811201,2712299
23090,1749100,10443099,14619600,297800
324919,29217601,11518101,17446299,1598600
413466,37618799,14535500,46726800,2254501
979442,95151601,26421600,29842300,4575100
455434,42102899,14311401,19616400,2167100
806332,78583000,23099400,28736399,3928201
406111,67007900,29796501,27124600,2111100
7280,512500,8386799,13967001,129900
498273,46940000,25644600,29480300,2421900
735744,70873801,20328199,47572700,3481399
657931,62049200,20823900,46386601,3365099
938976,116661799,25461200,30351000,4435400
79242,6935001,8249301,14220601,392299
527770,49310100,16059900,20849600,2559500
674224,63953100,18749400,24651201,3421300
834789,111746699,28280500,33543200,4064801
775525,74745201,21326200,25429100,3701501
460554,42364299,14386100,20388900,2265801
98330,8309500,7127499,14483901,536401
237811,20727300,9531199,39765400,1380101
127678,11135800,7751099,14494399,715500
928307,89371801,26000400,49114301,4538700
903103,87639601,47926701,27822699,4404800
446363,40330400,13324000,19977899,2170000
297874,59263099,11933800,18075000,1403100
897013,87772700,25102399,28924600,4364700
923988,87188501,25937600,30021899,4556999
601268,57954899,48673001,23119900,2824900
439858,40113800,13715800,19804200,2120300
722603,68964900,20908500,25274999,3620501
878972,85248800,25621000,46909300,4312700
482280,44386200,14185200,20419800,2392901
839681,83544700,44888000,50783799,3910300
173630,15311700,8329900,15404600,947501
528539,49719300,16784501,50517099,2558400
905560,87204400,54723500,30461800,4574301
693144,66748001,38348599,34701400,3293400
240484,21277600,9573601,16365300,1344499
254089,23109501,12087601,20816901,1381400
725421,69841800,21432100,56095500,3595101
232776,20232000,9617900,15252500,1173700
889081,86534000,24085501,27721400,4317901
44835,3688300,8225100,14279901,292200
805372,77777000,25799700,26365700,3948400
858559,83252700,77821100,29508799,3937800
59064,4922700,7243301,15115199,361599
887227,85738700,25038100,34582900,4168501
910677,86303599,25186701,55496600,4403600
961859,95063099,27378900,28794899,4488099
127766,11172000,8925800,15156901,685501
623791,58723700,18060700,22833900,3001599
963049,92802400,53933801,31561501,4765601
732508,71556501,22119599,28070000,3617001
299259,27060600,13171399,17165600,1533100
